"","period","county","region","year","id","quarter","naloxone_count","agent_type","death_counts_all_opioids","death_rate_all_opioids","death_counts_heroin","death_rate_heroin","death_counts_pain_relievers","death_rate_pain_relievers","2017_pct_bb_covrg","county.f","agent_type_f","date","nalonxe_per_death","enrolled","population","region_pop","pp_medicaid_enroll","equifax","unemployment","pp_constr_employ","avg_earnings","post","treat","time_to_treat","post_alt","treat_alt","time_to_treat_alt","cumulative_trend_alt","bb_treatment"
"447",3,"Erie","Western",2015,128,3,45,"EMS",54,5.9,18,2,46,5,0.85694486,"Erie","EMS",2015-07-01,0.833333333333333,1065047,920644,4166373,8.52097655842784,26.3600121114251,5.23333333333333,0.0387887155604097,3809,0,0,0,0,1,-7,2.03102510794819,1.74047652678714
"448",3,"Steuben","Southern Tier",2015,2440,3,0,"COOP",2,2,0,0,2,2,0.83197069,"Steuben","COOP",2015-07-01,0,476738,97551,2117217,7.50573354864743,26.359627633513,5.83333333333333,0.0162996311564331,3754,0,0,0,0,0,0,2.03102510794819,1.68975336046698
"449",3,"Steuben","Southern Tier",2015,160,3,9,"EMS",2,2,0,0,2,2,0.83197069,"Steuben","EMS",2015-07-01,4.5,476738,97551,2117217,7.50573354864743,26.359627633513,5.83333333333333,0.0162996311564331,3754,0,0,0,0,1,-7,2.03102510794819,1.68975336046698
"450",3,"Sullivan","Mid-Hudson",2015,162,3,1,"EMS",2,2.7,0,0,2,2.7,0.86101919,"Sullivan","EMS",2015-07-01,0.5,1581684,74832,6945627,7.59079057945381,29.0027137042062,4.83333333333333,0.0313116954908,3016,0,0,0,0,1,-7,2.03102510794819,1.74875159331521
"451",3,"Greene","Capital District",2015,2413,3,1,"COOP",1,2.1,1,2.1,0,0,0.52835822,"Greene","COOP",2015-07-01,1,686801,47616,3250188,7.04370536924838,24.3367346938776,5.06666666666667,0.0392872176231233,3456,0,0,0,0,0,0,2.03102510794819,1.07310881081081
"452",3,"Fulton","Mohawk Valley",2015,1271,3,2,"LEO",2,3.7,2,3.7,1,1.9,0.57627118,"Fulton","LEO",2015-07-01,1,412533,53801,1300155,10.5765081855625,35.627868168544,5.83333333333333,0.0305431163164542,2932,0,1,-7,0,1,-7,2.03102510794819,1.17042123556693
"453",3,"Dutchess","Mid-Hudson",2015,2407,3,0,"COOP",17,5.7,6,2,13,4.4,0.91276979,"Dutchess","COOP",2015-07-01,0,1581684,294039,6945627,7.59079057945381,23.2032506560569,4.4,0.0505876341338784,4325,0,0,0,0,0,0,2.03102510794819,1.85385836126659
"454",3,"Suffolk","Long Island",2015,2441,3,21,"COOP",64,4.3,43,2.9,35,2.3,0.88893056,"Suffolk","COOP",2015-07-01,0.328125,1660575,1491967,8540421,6.48123786871865,23.1688732260215,4.66666666666667,0.0675763850156246,4637,0,0,0,0,0,0,2.03102510794819,1.80544028658244
"455",3,"Clinton","North Country",2015,123,3,8,"EMS",4,4.9,1,1.2,3,3.7,0.82824624,"Clinton","EMS",2015-07-01,2,307839,80718,1268307,8.09054905476355,25.4119138149556,5.56666666666667,0.048918008000756,3298,0,0,0,0,1,-7,2.03102510794819,1.68218890900368
"456",3,"Cortland","Central",2015,125,3,7,"EMS",3,6.2,3,6.2,1,2.1,0.51662403,"Cortland","EMS",2015-07-01,2.33333333333333,584103,48290,953877,20.4115415299876,26.5599116510215,5.23333333333333,0.0329723614029417,3721,0,0,0,0,1,-7,2.03102510794819,1.04927637629938
"457",3,"Cayuga","Central",2015,119,3,22,"EMS",6,7.7,4,5.1,6,7.7,0.83111262,"Cayuga","EMS",2015-07-01,3.66666666666667,584103,78298,953877,20.4115415299876,25.5400254129606,4.9,0.0489175219117537,3400,0,0,0,0,1,-7,2.03102510794819,1.6880105987526
"458",3,"Hamilton","Mohawk Valley",2015,1274,3,0,"LEO",0,0,0,0,0,0,0.59090906,"Hamilton","LEO",2015-07-01,0,412533,4699,1300155,10.5765081855625,19.0082644628099,3.73333333333333,0.0436018957345972,2568,0,1,-7,0,1,-7,2.03102510794819,1.20015113737406
"459",3,"Genesee","Finger Lakes",2015,1272,3,4,"LEO",1,1.7,1,1.7,0,0,0.64199996,"Genesee","LEO",2015-07-01,4,870016,58462,5032686,5.76243646699463,26.5281173594132,4.23333333333333,0.0402481972161664,3048,0,1,-7,0,1,-7,2.03102510794819,1.30391803806173
"460",3,"Broome","Southern Tier",2015,2397,3,72,"COOP",7,3.6,4,2,4,2,0.86030555,"Broome","COOP",2015-07-01,10.2857142857143,476738,195928,2117217,7.50573354864743,22.8684080827994,5.6,0.041868579182012,3465,0,0,0,0,0,0,2.03102510794819,1.74730217255717
"461",3,"Columbia","Capital District",2015,1264,3,3,"LEO",2,3.3,1,1.6,2,3.3,0.54388982,"Columbia","LEO",2015-07-01,1.5,686801,61434,3250188,7.04370536924838,23.015873015873,3.63333333333333,0.0532572975062826,3133,0,1,-7,0,1,-7,2.03102510794819,1.10465388037742
"462",3,"Columbia","Capital District",2015,124,3,14,"EMS",2,3.3,1,1.6,2,3.3,0.54388982,"Columbia","EMS",2015-07-01,7,686801,61434,3250188,7.04370536924838,23.015873015873,3.63333333333333,0.0532572975062826,3133,0,0,0,0,1,-7,2.03102510794819,1.10465388037742
"463",3,"Delaware","Southern Tier",2015,126,3,2,"EMS",2,4.3,2,4.3,0,0,0.53553301,"Delaware","EMS",2015-07-01,1,476738,45891,2117217,7.50573354864743,23.9032620922385,5.4,0.0464120450307342,3469,0,0,0,0,1,-7,2.03102510794819,1.08768098944507
"464",3,"Chautauqua","Western",2015,1260,3,3,"LEO",6,4.6,2,1.5,3,2.3,0.78598291,"Chautauqua","LEO",2015-07-01,0.5,1065047,130529,4166373,8.52097655842784,26.8964259664478,5.53333333333333,0.0344861817026684,3016,0,1,-7,0,1,-7,2.03102510794819,1.59635102462818
"465",3,"Cattaraugus","Western",2015,118,3,8,"EMS",3,3.9,0,0,3,3.9,0.77886063,"Cattaraugus","EMS",2015-07-01,2.66666666666667,1065047,77926,4166373,8.52097655842784,27.6490577695397,5.7,0.0236638537271449,2955,0,0,0,0,1,-7,2.03102510794819,1.58188549512234
"466",3,"Chenango","Southern Tier",2015,2402,3,0,"COOP",2,4.1,1,2,1,2,0.59069765,"Chenango","COOP",2015-07-01,0,476738,48772,2117217,7.50573354864743,24.9875807252856,4.7,0.0285903156503057,3352,0,0,0,0,0,0,2.03102510794819,1.19972175835599
"467",3,"Cattaraugus","Western",2015,1258,3,3,"LEO",3,3.9,0,0,3,3.9,0.77886063,"Cattaraugus","LEO",2015-07-01,1,1065047,77926,4166373,8.52097655842784,27.6490577695397,5.7,0.0236638537271449,2955,0,1,-7,0,1,-7,2.03102510794819,1.58188549512234
"468",3,"Suffolk","Long Island",2015,1301,3,41,"LEO",64,4.3,43,2.9,35,2.3,0.88893056,"Suffolk","LEO",2015-07-01,0.640625,1660575,1491967,8540421,6.48123786871865,23.1688732260215,4.66666666666667,0.0675763850156246,4637,0,1,-7,0,1,-7,2.03102510794819,1.80544028658244
"469",3,"Tioga","Southern Tier",2015,2443,3,9,"COOP",2,4,0,0,2,4,0.58783782,"Tioga","COOP",2015-07-01,4.5,476738,49355,2117217,7.50573354864743,23.2754575316753,5.06666666666667,0.0357854406130268,3768,0,0,0,0,0,0,2.03102510794819,1.19391337182153
"470",3,"Tioga","Southern Tier",2015,1303,3,3,"LEO",2,4,0,0,2,4,0.58783782,"Tioga","LEO",2015-07-01,1.5,476738,49355,2117217,7.50573354864743,23.2754575316753,5.06666666666667,0.0357854406130268,3768,0,1,-7,0,1,-7,2.03102510794819,1.19391337182153
"471",3,"Broome","Southern Tier",2015,1257,3,11,"LEO",7,3.6,4,2,4,2,0.86030555,"Broome","LEO",2015-07-01,1.57142857142857,476738,195928,2117217,7.50573354864743,22.8684080827994,5.6,0.041868579182012,3465,0,1,-7,0,1,-7,2.03102510794819,1.74730217255717
"472",3,"Chemung","Southern Tier",2015,2401,3,0,"COOP",4,4.6,2,2.3,3,3.4,0.83881426,"Chemung","COOP",2015-07-01,0,476738,86705,2117217,7.50573354864743,26.0599513907642,5.7,0.0444789960296527,3526,0,0,0,0,0,0,2.03102510794819,1.70365282296498
"473",3,"Westchester","Mid-Hudson",2015,2449,3,0,"COOP",19,1.9,9,0.9,11,1.1,0.89744085,"Westchester","COOP",2015-07-01,0,1581684,968773,6945627,7.59079057945381,19.8446601941748,4.53333333333333,0.0657637948564737,5357,0,0,0,0,0,0,2.03102510794819,1.82272489924836
"474",3,"Sullivan","Mid-Hudson",2015,2442,3,2,"COOP",2,2.7,0,0,2,2.7,0.86101919,"Sullivan","COOP",2015-07-01,1,1581684,74832,6945627,7.59079057945381,29.0027137042062,4.83333333333333,0.0313116954908,3016,0,0,0,0,0,0,2.03102510794819,1.74875159331521
"475",3,"Sullivan","Mid-Hudson",2015,1302,3,4,"LEO",2,2.7,0,0,2,2.7,0.86101919,"Sullivan","LEO",2015-07-01,2,1581684,74832,6945627,7.59079057945381,29.0027137042062,4.83333333333333,0.0313116954908,3016,0,1,-7,0,1,-7,2.03102510794819,1.74875159331521
"476",3,"Tompkins","Southern Tier",2015,1304,3,5,"LEO",2,1.9,0,0,1,1,0.89345163,"Tompkins","LEO",2015-07-01,2.5,476738,103006,2117217,7.50573354864743,18.5969738651995,4.4,0.0217808130641791,3853,0,1,-7,0,1,-7,2.03102510794819,1.81462269326723
"477",3,"Tompkins","Southern Tier",2015,2444,3,12,"COOP",2,1.9,0,0,1,1,0.89345163,"Tompkins","COOP",2015-07-01,6,476738,103006,2117217,7.50573354864743,18.5969738651995,4.4,0.0217808130641791,3853,0,0,0,0,0,0,2.03102510794819,1.81462269326723
"478",3,"Chenango","Southern Tier",2015,122,3,9,"EMS",2,4.1,1,2,1,2,0.59069765,"Chenango","EMS",2015-07-01,4.5,476738,48772,2117217,7.50573354864743,24.9875807252856,4.7,0.0285903156503057,3352,0,0,0,0,1,-7,2.03102510794819,1.19972175835599
"479",3,"Wayne","Finger Lakes",2015,168,3,16,"EMS",0,0,0,0,0,0,0.86773753,"Wayne","EMS",2015-07-01,0,870016,91291,5032686,5.76243646699463,25.8039816232772,4.73333333333333,0.0601687618391596,3090,0,0,0,0,1,-7,2.03102510794819,1.76239671053894
"480",3,"Wyoming","Finger Lakes",2015,1310,3,2,"LEO",2,4.9,2,4.9,1,2.4,0.63218391,"Wyoming","LEO",2015-07-01,1,870016,40930,5032686,5.76243646699463,21.2383900928793,4.63333333333333,0.0315999175654324,3246,0,1,-7,0,1,-7,2.03102510794819,1.28398139405086
"481",3,"Cortland","Central",2015,1265,3,2,"LEO",3,6.2,3,6.2,1,2.1,0.51662403,"Cortland","LEO",2015-07-01,0.666666666666667,584103,48290,953877,20.4115415299876,26.5599116510215,5.23333333333333,0.0329723614029417,3721,0,1,-7,0,1,-7,2.03102510794819,1.04927637629938
"482",3,"Dutchess","Mid-Hudson",2015,127,3,66,"EMS",17,5.7,6,2,13,4.4,0.91276979,"Dutchess","EMS",2015-07-01,3.88235294117647,1581684,294039,6945627,7.59079057945381,23.2032506560569,4.4,0.0505876341338784,4325,0,0,0,0,1,-7,2.03102510794819,1.85385836126659
"483",3,"Dutchess","Mid-Hudson",2015,1267,3,16,"LEO",17,5.7,6,2,13,4.4,0.91276979,"Dutchess","LEO",2015-07-01,0.941176470588235,1581684,294039,6945627,7.59079057945381,23.2032506560569,4.4,0.0505876341338784,4325,0,1,-7,0,1,-7,2.03102510794819,1.85385836126659
"484",3,"Chemung","Southern Tier",2015,1261,3,3,"LEO",4,4.6,2,2.3,3,3.4,0.83881426,"Chemung","LEO",2015-07-01,0.75,476738,86705,2117217,7.50573354864743,26.0599513907642,5.7,0.0444789960296527,3526,0,1,-7,0,1,-7,2.03102510794819,1.70365282296498
"485",3,"Washington","Capital District",2015,2447,3,4,"COOP",1,1.6,0,0,1,1.6,0.53631288,"Washington","COOP",2015-07-01,4,686801,62246,3250188,7.04370536924838,28.9646672144618,4.3,0.0569148585372288,3339,0,0,0,0,0,0,2.03102510794819,1.089264924996
"486",3,"Yates","Finger Lakes",2015,2451,3,0,"COOP",1,4,0,0,1,4,0.57416266,"Yates","COOP",2015-07-01,0,870016,25128,5032686,5.76243646699463,22.5510204081633,4.26666666666667,0.0509708737864078,2477,0,0,0,0,0,0,2.03102510794819,1.16613877850632
"487",3,"Cayuga","Central",2015,1259,3,2,"LEO",6,7.7,4,5.1,6,7.7,0.83111262,"Cayuga","LEO",2015-07-01,0.333333333333333,584103,78298,953877,20.4115415299876,25.5400254129606,4.9,0.0489175219117537,3400,0,1,-7,0,1,-7,2.03102510794819,1.6880105987526
"488",3,"Delaware","Southern Tier",2015,1266,3,0,"LEO",2,4.3,2,4.3,0,0,0.53553301,"Delaware","LEO",2015-07-01,0,476738,45891,2117217,7.50573354864743,23.9032620922385,5.4,0.0464120450307342,3469,0,1,-7,0,1,-7,2.03102510794819,1.08768098944507
"489",3,"Erie","Western",2015,2408,3,49,"COOP",54,5.9,18,2,46,5,0.85694486,"Erie","COOP",2015-07-01,0.907407407407407,1065047,920644,4166373,8.52097655842784,26.3600121114251,5.23333333333333,0.0387887155604097,3809,0,0,0,0,0,0,2.03102510794819,1.74047652678714
"490",3,"Erie","Western",2015,1268,3,75,"LEO",54,5.9,18,2,46,5,0.85694486,"Erie","LEO",2015-07-01,1.38888888888889,1065047,920644,4166373,8.52097655842784,26.3600121114251,5.23333333333333,0.0387887155604097,3809,0,1,-7,0,1,-7,2.03102510794819,1.74047652678714
"491",3,"Warren","Capital District",2015,2446,3,7,"COOP",0,0,0,0,0,0,0.85375106,"Warren","COOP",2015-07-01,0,686801,64420,3250188,7.04370536924838,26.3623496107573,4.43333333333333,0.031712158808933,3408,0,0,0,0,0,0,2.03102510794819,1.73398983879738
"492",3,"Wyoming","Finger Lakes",2015,2450,3,0,"COOP",2,4.9,2,4.9,1,2.4,0.63218391,"Wyoming","COOP",2015-07-01,0,870016,40930,5032686,5.76243646699463,21.2383900928793,4.63333333333333,0.0315999175654324,3246,0,0,0,0,0,0,2.03102510794819,1.28398139405086
"493",3,"Ulster","Mid-Hudson",2015,1305,3,8,"LEO",8,4.4,4,2.2,5,2.8,0.88568664,"Ulster","LEO",2015-07-01,1,1581684,179658,6945627,7.59079057945381,24.008124576845,4.73333333333333,0.042789575595975,3339,0,1,-7,0,1,-7,2.03102510794819,1.79885180361427
"494",3,"Tioga","Southern Tier",2015,163,3,5,"EMS",2,4,0,0,2,4,0.58783782,"Tioga","EMS",2015-07-01,2.5,476738,49355,2117217,7.50573354864743,23.2754575316753,5.06666666666667,0.0357854406130268,3768,0,0,0,0,1,-7,2.03102510794819,1.19391337182153
"495",3,"Ulster","Mid-Hudson",2015,2445,3,2,"COOP",8,4.4,4,2.2,5,2.8,0.88568664,"Ulster","COOP",2015-07-01,0.25,1581684,179658,6945627,7.59079057945381,24.008124576845,4.73333333333333,0.042789575595975,3339,0,0,0,0,0,0,2.03102510794819,1.79885180361427
"496",3,"Ulster","Mid-Hudson",2015,165,3,47,"EMS",8,4.4,4,2.2,5,2.8,0.88568664,"Ulster","EMS",2015-07-01,5.875,1581684,179658,6945627,7.59079057945381,24.008124576845,4.73333333333333,0.042789575595975,3339,0,0,0,0,1,-7,2.03102510794819,1.79885180361427
"497",3,"Tompkins","Southern Tier",2015,164,3,23,"EMS",2,1.9,0,0,1,1,0.89345163,"Tompkins","EMS",2015-07-01,11.5,476738,103006,2117217,7.50573354864743,18.5969738651995,4.4,0.0217808130641791,3853,0,0,0,0,1,-7,2.03102510794819,1.81462269326723
"498",3,"Westchester","Mid-Hudson",2015,1309,3,11,"LEO",19,1.9,9,0.9,11,1.1,0.89744085,"Westchester","LEO",2015-07-01,0.578947368421053,1581684,968773,6945627,7.59079057945381,19.8446601941748,4.53333333333333,0.0657637948564737,5357,0,1,-7,0,1,-7,2.03102510794819,1.82272489924836
"499",3,"Warren","Capital District",2015,166,3,15,"EMS",0,0,0,0,0,0,0.85375106,"Warren","EMS",2015-07-01,0,686801,64420,3250188,7.04370536924838,26.3623496107573,4.43333333333333,0.031712158808933,3408,0,0,0,0,1,-7,2.03102510794819,1.73398983879738
"500",3,"Yates","Finger Lakes",2015,1311,3,0,"LEO",1,4,0,0,1,4,0.57416266,"Yates","LEO",2015-07-01,0,870016,25128,5032686,5.76243646699463,22.5510204081633,4.26666666666667,0.0509708737864078,2477,0,1,-7,0,1,-7,2.03102510794819,1.16613877850632
"501",3,"Washington","Capital District",2015,167,3,17,"EMS",1,1.6,0,0,1,1.6,0.53631288,"Washington","EMS",2015-07-01,17,686801,62246,3250188,7.04370536924838,28.9646672144618,4.3,0.0569148585372288,3339,0,0,0,0,1,-7,2.03102510794819,1.089264924996
"502",3,"Warren","Capital District",2015,1306,3,1,"LEO",0,0,0,0,0,0,0.85375106,"Warren","LEO",2015-07-01,0,686801,64420,3250188,7.04370536924838,26.3623496107573,4.43333333333333,0.031712158808933,3408,0,1,-7,0,1,-7,2.03102510794819,1.73398983879738
"503",3,"Chautauqua","Western",2015,120,3,28,"EMS",6,4.6,2,1.5,3,2.3,0.78598291,"Chautauqua","EMS",2015-07-01,4.66666666666667,1065047,130529,4166373,8.52097655842784,26.8964259664478,5.53333333333333,0.0344861817026684,3016,0,0,0,0,1,-7,2.03102510794819,1.59635102462818
"504",3,"Wayne","Finger Lakes",2015,1308,3,5,"LEO",0,0,0,0,0,0,0.86773753,"Wayne","LEO",2015-07-01,0,870016,91291,5032686,5.76243646699463,25.8039816232772,4.73333333333333,0.0601687618391596,3090,0,1,-7,0,1,-7,2.03102510794819,1.76239671053894
"505",3,"Wyoming","Finger Lakes",2015,170,3,6,"EMS",2,4.9,2,4.9,1,2.4,0.63218391,"Wyoming","EMS",2015-07-01,3,870016,40930,5032686,5.76243646699463,21.2383900928793,4.63333333333333,0.0315999175654324,3246,0,0,0,0,1,-7,2.03102510794819,1.28398139405086
"506",3,"Washington","Capital District",2015,1307,3,4,"LEO",1,1.6,0,0,1,1.6,0.53631288,"Washington","LEO",2015-07-01,4,686801,62246,3250188,7.04370536924838,28.9646672144618,4.3,0.0569148585372288,3339,0,1,-7,0,1,-7,2.03102510794819,1.089264924996
"507",3,"Yates","Finger Lakes",2015,171,3,6,"EMS",1,4,0,0,1,4,0.57416266,"Yates","EMS",2015-07-01,6,870016,25128,5032686,5.76243646699463,22.5510204081633,4.26666666666667,0.0509708737864078,2477,0,0,0,0,1,-7,2.03102510794819,1.16613877850632
"508",3,"Chautauqua","Western",2015,2400,3,0,"COOP",6,4.6,2,1.5,3,2.3,0.78598291,"Chautauqua","COOP",2015-07-01,0,1065047,130529,4166373,8.52097655842784,26.8964259664478,5.53333333333333,0.0344861817026684,3016,0,0,0,0,0,0,2.03102510794819,1.59635102462818
"509",3,"Cayuga","Central",2015,2399,3,1,"COOP",6,7.7,4,5.1,6,7.7,0.83111262,"Cayuga","COOP",2015-07-01,0.166666666666667,584103,78298,953877,20.4115415299876,25.5400254129606,4.9,0.0489175219117537,3400,0,0,0,0,0,0,2.03102510794819,1.6880105987526
"510",3,"Chemung","Southern Tier",2015,121,3,32,"EMS",4,4.6,2,2.3,3,3.4,0.83881426,"Chemung","EMS",2015-07-01,8,476738,86705,2117217,7.50573354864743,26.0599513907642,5.7,0.0444789960296527,3526,0,0,0,0,1,-7,2.03102510794819,1.70365282296498
"511",3,"Wayne","Finger Lakes",2015,2448,3,0,"COOP",0,0,0,0,0,0,0.86773753,"Wayne","COOP",2015-07-01,0,870016,91291,5032686,5.76243646699463,25.8039816232772,4.73333333333333,0.0601687618391596,3090,0,0,0,0,0,0,2.03102510794819,1.76239671053894
"512",3,"Chenango","Southern Tier",2015,1262,3,0,"LEO",2,4.1,1,2,1,2,0.59069765,"Chenango","LEO",2015-07-01,0,476738,48772,2117217,7.50573354864743,24.9875807252856,4.7,0.0285903156503057,3352,0,1,-7,0,1,-7,2.03102510794819,1.19972175835599
"513",3,"Westchester","Mid-Hudson",2015,169,3,85,"EMS",19,1.9,9,0.9,11,1.1,0.89744085,"Westchester","EMS",2015-07-01,4.47368421052632,1581684,968773,6945627,7.59079057945381,19.8446601941748,4.53333333333333,0.0657637948564737,5357,0,0,0,0,1,-7,2.03102510794819,1.82272489924836
"514",4,"Orange","Mid-Hudson",2015,2484,4,3,"COOP",18,4.8,12,3.2,12,3.2,0.80276388,"Orange","COOP",2015-10-01,0.166666666666667,1607073,375803,6945627,7.71263703046536,28.1501894591802,4.13333333333333,0.0385972208812673,4125,0,0,0,0,0,0,3.13349592195746,2.51545734427475
"515",4,"Montgomery","Mohawk Valley",2015,1338,4,1,"LEO",2,4,0,0,0,0,0.54975122,"Montgomery","LEO",2015-10-01,0.5,415935,49564,1300155,10.6637285554415,34.9777997039961,5.8,0.0392881510120537,3605,0,1,-6,0,1,-6,3.13349592195746,1.72264320596114
"516",4,"Cayuga","Central",2015,1316,4,1,"LEO",5,6.4,2,2.6,3,3.8,0.83111262,"Cayuga","LEO",2015-10-01,0.2,589454,78298,953877,20.5985327947594,26.0897231944003,4.9,0.0484509400928675,4002,0,1,-6,0,1,-6,3.13349592195746,2.60428800545738
"517",4,"Broome","Southern Tier",2015,2454,4,43,"COOP",6,3.1,3,1.5,3,1.5,0.86030555,"Broome","COOP",2015-10-01,7.16666666666667,481014,195928,2117217,7.573054627844,23.4549698980219,5.33333333333333,0.0427540190870308,4004,0,0,0,0,0,0,3.13349592195746,2.69576393256237
"518",4,"Chautauqua","Western",2015,177,4,10,"EMS",1,0.8,1,0.8,0,0,0.78598291,"Chautauqua","EMS",2015-10-01,10,1074458,130529,4166373,8.59626986510009,26.8878299120235,5.5,0.0374997456609763,3429,0,0,0,0,1,-6,3.13349592195746,2.46287424321326
"519",4,"Nassau","Long Island",2015,199,4,123,"EMS",42,3.1,16,1.2,32,2.4,0.9381001,"Nassau","EMS",2015-10-01,2.92857142857143,1686826,1354840,8540421,6.58369573740373,19.2046058155275,3.76666666666667,0.0476552952380035,5598,0,0,0,0,1,-6,3.13349592195746,2.93953283773789
"520",4,"Cattaraugus","Western",2015,1315,4,0,"LEO",1,1.3,0,0,1,1.3,0.77886063,"Cattaraugus","LEO",2015-10-01,0,1074458,77926,4166373,8.59626986510009,27.3573200992556,5.63333333333333,0.0246322877901825,3539,0,1,-6,0,1,-6,3.13349592195746,2.44055660787822
"521",4,"Madison","Central",2015,1336,4,0,"LEO",0,0,0,0,0,0,0.84795219,"Madison","LEO",2015-10-01,0,589454,71636,953877,20.5985327947594,26.0729613733906,4.86666666666667,0.0367816091954023,3641,0,1,-6,0,1,-6,3.13349592195746,2.6570547293799
"522",4,"Orange","Mid-Hudson",2015,1344,4,42,"LEO",18,4.8,12,3.2,12,3.2,0.80276388,"Orange","LEO",2015-10-01,2.33333333333333,1607073,375803,6945627,7.71263703046536,28.1501894591802,4.13333333333333,0.0385972208812673,4125,0,1,-6,0,1,-6,3.13349592195746,2.51545734427475
"523",4,"Oswego","Central",2015,1346,4,2,"LEO",2,1.7,1,0.8,2,1.7,0.88989371,"Oswego","LEO",2015-10-01,1,589454,119735,953877,20.5985327947594,32.1071571371451,6.36666666666667,0.0490754984465961,4212,0,1,-6,0,1,-6,3.13349592195746,2.7884783112606
"524",4,"Oneida","Mohawk Valley",2015,201,4,58,"EMS",9,3.9,5,2.2,5,2.2,0.85031611,"Oneida","EMS",2015-10-01,6.44444444444444,415935,231264,1300155,10.6637285554415,28.1950074674632,4.8,0.0240556286412329,3838,0,0,0,0,1,-6,3.13349592195746,2.66446206305973
"525",4,"Orleans","Finger Lakes",2015,2485,4,1,"COOP",1,2.4,0,0,1,2.4,0.63057321,"Orleans","COOP",2015-10-01,1,879451,41481,5032686,5.82492794768705,30.8610936517913,5.5,0.0375363074402324,3787,0,0,0,0,0,0,3.13349592195746,1.97589858203063
"526",4,"Orleans","Finger Lakes",2015,1345,4,4,"LEO",1,2.4,0,0,1,2.4,0.63057321,"Orleans","LEO",2015-10-01,4,879451,41481,5032686,5.82492794768705,30.8610936517913,5.5,0.0375363074402324,3787,0,1,-6,0,1,-6,3.13349592195746,1.97589858203063
"527",4,"Orleans","Finger Lakes",2015,205,4,2,"EMS",1,2.4,0,0,1,2.4,0.63057321,"Orleans","EMS",2015-10-01,2,879451,41481,5032686,5.82492794768705,30.8610936517913,5.5,0.0375363074402324,3787,0,0,0,0,1,-6,3.13349592195746,1.97589858203063
"528",4,"Monroe","Finger Lakes",2015,197,4,149,"EMS",20,2.7,10,1.3,11,1.5,0.87922639,"Monroe","EMS",2015-10-01,7.45,879451,745577,5032686,5.82492794768705,25.4335634866608,4.46666666666667,0.0358481225712235,4312,0,0,0,0,1,-6,3.13349592195746,2.75505230754238
"529",4,"Onondaga","Finger Lakes",2015,2482,4,7,"COOP",22,4.7,8,1.7,16,3.4,0.81182784,"Onondoga","COOP",2015-10-01,0.318181818181818,879451,466277,5032686,5.82492794768705,27.3966355897852,4.4,0.0422356621147031,4519,0,0,0,0,0,0,3.13349592195746,2.54385922597153
"530",4,"Niagara","Western",2015,200,4,1,"EMS",14,6.6,3,1.4,11,5.2,0.825921,"Niagara","EMS",2015-10-01,0.0714285714285714,1074458,212358,4166373,8.59626986510009,27.5761062872685,5.53333333333333,0.0464245035748103,3889,0,0,0,0,1,-6,3.13349592195746,2.58802008535903
"531",4,"Chenango","Southern Tier",2015,1319,4,1,"LEO",3,6.1,3,6.1,0,0,0.59069765,"Chenango","LEO",2015-10-01,0.333333333333333,481014,48772,2117217,7.573054627844,25.7185332011893,4.86666666666667,0.0264452644526445,4079,0,1,-6,0,1,-6,3.13349592195746,1.85094867738486
"532",4,"Jefferson","North Country",2015,1333,4,4,"LEO",2,1.7,2,1.7,0,0,0.85599744,"Jefferson","LEO",2015-10-01,2,310152,116371,1268307,8.15133875315677,33.8880484114977,6.06666666666667,0.0554296200345423,3546,0,1,-6,0,1,-6,3.13349592195746,2.68226448744603
"533",4,"Oswego","Central",2015,206,4,21,"EMS",2,1.7,1,0.8,2,1.7,0.88989371,"Oswego","EMS",2015-10-01,10.5,589454,119735,953877,20.5985327947594,32.1071571371451,6.36666666666667,0.0490754984465961,4212,0,0,0,0,1,-6,3.13349592195746,2.7884783112606
"534",4,"Onondaga","Finger Lakes",2015,202,4,146,"EMS",22,4.7,8,1.7,16,3.4,0.81182784,"Onondoga","EMS",2015-10-01,6.63636363636364,879451,466277,5032686,5.82492794768705,27.3966355897852,4.4,0.0422356621147031,4519,0,0,0,0,1,-6,3.13349592195746,2.54385922597153
"535",4,"Niagara","Western",2015,2480,4,10,"COOP",14,6.6,3,1.4,11,5.2,0.825921,"Niagara","COOP",2015-10-01,0.714285714285714,1074458,212358,4166373,8.59626986510009,27.5761062872685,5.53333333333333,0.0464245035748103,3889,0,0,0,0,0,0,3.13349592195746,2.58802008535903
"536",4,"Ontario","Finger Lakes",2015,203,4,14,"EMS",2,1.8,2,1.8,1,0.9,0.89954376,"Ontario","EMS",2015-10-01,7,879451,109271,5032686,5.82492794768705,23.7668161434978,4.13333333333333,0.0571265025758443,6177,0,0,0,0,1,-6,3.13349592195746,2.81871670358228
"537",4,"Chemung","Southern Tier",2015,2458,4,1,"COOP",4,4.6,2,2.3,3,3.4,0.83881426,"Chemung","COOP",2015-10-01,0.25,481014,86705,2117217,7.573054627844,26.2472885032538,5.46666666666667,0.0458960251515832,4022,0,0,0,0,0,0,3.13349592195746,2.62842106298977
"538",4,"Herkimer","Mohawk Valley",2015,192,4,9,"EMS",0,0,0,0,0,0,0.60408163,"Herkimer","EMS",2015-10-01,0,415935,62652,1300155,10.6637285554415,27.1525679758308,5.4,0.0494512195121951,3486,0,0,0,0,1,-6,3.13349592195746,1.89288732413442
